ID_AVS,CANAL,PLATAFORMA,URL,TIMESHIFT_URL
358,RECORD Bahia,ANDROIDTV,https://getcdn.nowonline.com.br/Content/Channel/SALRECHD/dsc2/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/SALRECHD/dsc2/manifest.mpd
358,RECORD Bahia,APPLETV,https://getcdn.nowonline.com.br/Content/Channel/SALRECHD/h4f2/stream_01/index.m3u8,https://getcdn.nowonline.com.br/Content/Channel/SALRECHD/h4f2/stream_01/index.m3u8
358,RECORD Bahia,CHROMECASTH,https://getcdn.nowonline.com.br/Content/Channel/SALRECHD/dsc2/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/SALRECHD/dsc2/manifest.mpd
358,RECORD Bahia,FIRETVSTICK,https://getcdn.nowonline.com.br/Content/Channel/SALRECHD/dsc2/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/SALRECHD/dsc2/manifest.mpd
358,RECORD Bahia,IPADH,https://getcdn.nowonline.com.br/Content/Channel/SALRECHD/h4f2/stream_01/index.m3u8,https://getcdn.nowonline.com.br/Content/Channel/SALRECHD/h4f2/stream_01/index.m3u8
358,RECORD Bahia,IPHONEH,https://getcdn.nowonline.com.br/Content/Channel/SALRECHD/h4f2/stream_01/index.m3u8,https://getcdn.nowonline.com.br/Content/Channel/SALRECHD/h4f2/stream_01/index.m3u8
358,RECORD Bahia,PCTV,https://getcdn.nowonline.com.br/Content/Channel/SALRECHD/dsc2/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/SALRECHD/dsc2/manifest.mpd
358,RECORD Bahia,SMARTTVLG,https://getcdn.nowonline.com.br/Content/Channel/SALRECHD/dsc2/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/SALRECHD/dsc2/manifest.mpd
358,RECORD Bahia,SMARTTVSAMSUNG,https://getcdn.nowonline.com.br/Content/Channel/SALRECHD/dsc2/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/SALRECHD/dsc2/manifest.mpd
415,RECORD Belém,ANDROIDMOBILEH,https://getcdn.nowonline.com.br/Content/Channel/BLMRECHD/dsc3/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/BLMRECHD/dsc3/manifest.mpd
415,RECORD Belém,ANDROIDTABLETH,https://getcdn.nowonline.com.br/Content/Channel/BLMRECHD/dsc3/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/BLMRECHD/dsc3/manifest.mpd
415,RECORD Belém,ANDROIDTV,https://getcdn.nowonline.com.br/Content/Channel/BLMRECHD/dsc3/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/BLMRECHD/dsc3/manifest.mpd
415,RECORD Belém,APPLETV,https://getcdn.nowonline.com.br/Content/Channel/BLMRECHD/h4f3/stream_01/index.m3u8,https://getcdn.nowonline.com.br/Content/Channel/BLMRECHD/h4f3/stream_01/index.m3u8
415,RECORD Belém,CHROMECASTH,https://getcdn.nowonline.com.br/Content/Channel/BLMRECHD/dsc3/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/BLMRECHD/dsc3/manifest.mpd
415,RECORD Belém,FIRETVSTICK,https://getcdn.nowonline.com.br/Content/Channel/BLMRECHD/dsc3/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/BLMRECHD/dsc3/manifest.mpd
